diseaseId	targetId	score	evidenceCount
MONDO_0100062	ENSG00000008086	0.7073035517016218	875
MONDO_0100062	ENSG00000087258	0.7026384170172143	310
MONDO_0100062	ENSG00000136854	0.7268198887414392	746
MONDO_0100083	ENSG00000159216	0.8041132197027324	1154
EFO_0000708	ENSG00000141510	0.7098976680910969	317
EFO_0000729	ENSG00000167207	0.8135173576385006	391
EFO_0004735	ENSG00000005471	0.702186145073153	29
EFO_0004309	ENSG00000096968	0.711902182643392	51
EFO_0004309	ENSG00000101162	0.701136198095708	41
EFO_0004309	ENSG00000168769	0.7120421274198867	34
MONDO_0004975	ENSG00000142192	0.8192409588537921	8664
MONDO_0004976	ENSG00000112367	0.7314863144190182	128
MONDO_0004976	ENSG00000120948	0.7075816665297354	2098
MONDO_0004976	ENSG00000123240	0.7029826904014614	482
MONDO_0004976	ENSG00000142168	0.7713729348234284	2437
MONDO_0004976	ENSG00000165280	0.7341258494130714	598
MONDO_0004979	ENSG00000077238	0.7205056296025599	312
MONDO_0004979	ENSG00000143631	0.7027079741592599	158
MONDO_0004979	ENSG00000163485	0.7003138552938468	96
EFO_0010643	ENSG00000170004	0.8056540793966237	130
EFO_0010653	ENSG00000088038	0.7065524383281375	39
EFO_0010658	ENSG00000196358	0.7483870152129395	21
EFO_0010663	ENSG00000047056	0.7142581107382167	22
EFO_0010700	ENSG00000137198	0.7119377018929745	31
EFO_0010740	ENSG00000120733	0.7003878492531674	29
EFO_0004799	ENSG00000005471	0.759817828112088	80
EFO_0004838	ENSG00000036828	0.7275336716212716	34
EFO_0007985	ENSG00000096968	0.7006087189411301	33
EFO_0007986	ENSG00000137198	0.7212667925216086	41
EFO_0007986	ENSG00000163554	0.7023769041026928	62
EFO_0005138	ENSG00000151067	0.7209086642631426	132
EFO_0005140	ENSG00000168610	0.8040210065553861	177
EFO_0005207	ENSG00000141448	0.7114866657141932	416
EFO_0005207	ENSG00000185551	0.7169622140417437	73
EFO_0004570	ENSG00000111700	0.7229012273140113	56
EFO_0004570	ENSG00000134538	0.7159768517458531	43
EFO_0004574	ENSG00000084674	0.7175044629769881	66
EFO_0004574	ENSG00000165029	0.7243980702902583	50
EFO_0004574	ENSG00000169174	0.7109297873860795	44
EFO_0004584	ENSG00000101162	0.7097269196764219	45
EFO_0004584	ENSG00000145703	0.714731669397979	59
EFO_0004348	ENSG00000122729	0.7015120218302383	24
EFO_0004509	ENSG00000122729	0.7063241305204329	25
EFO_0004514	ENSG00000152595	0.7006140317448614	31
EFO_0003060	ENSG00000133703	0.7385197114753087	252
EFO_0003060	ENSG00000141736	0.7900952840295858	1282
EFO_0003060	ENSG00000146648	0.8594425388420642	17252
EFO_0003060	ENSG00000157764	0.7218408486897911	959
EFO_0003060	ENSG00000171094	0.749922964643995	4747
EFO_0007800	ENSG00000166603	0.7211482174975802	90
EFO_0007822	ENSG00000104044	0.7142718564635953	37
EFO_0001356	ENSG00000120948	0.8299363702004483	256
EFO_0001356	ENSG00000123240	0.757880839351634	296
EFO_0001356	ENSG00000142168	0.8103505579736789	752
EFO_0001356	ENSG00000165280	0.7252417128738807	448
EFO_0001356	ENSG00000204843	0.7443455409391225	902
EFO_0001357	ENSG00000089280	0.8039593669272861	372
EFO_0001357	ENSG00000142168	0.8091227764032292	283
EFO_0001357	ENSG00000204843	0.7444079798586216	904
EFO_0001365	ENSG00000000971	0.7303572929178118	1328
EFO_0001365	ENSG00000140092	0.7495005403427469	103
EFO_0001365	ENSG00000198691	0.7835075940441717	293
EFO_0001365	ENSG00000205403	0.7120963301778755	201
EFO_0001378	ENSG00000113851	0.7026542950776308	801
EFO_0004530	ENSG00000084674	0.7190711677731665	49
EFO_0004530	ENSG00000167772	0.7213565458962344	20
EFO_0004530	ENSG00000175445	0.7157650894741154	151
EFO_0004531	ENSG00000109667	0.7295464394413399	100
EFO_0004531	ENSG00000118777	0.7179176709444252	49
EFO_0004533	ENSG00000073734	0.7019867807204332	26
EFO_0004533	ENSG00000112293	0.7035057398469893	46
EFO_0004533	ENSG00000162551	0.713944655473718	51
EFO_0000095	ENSG00000010671	0.7026263030433584	750
EFO_0000095	ENSG00000115524	0.763010507161375	58
EFO_0000095	ENSG00000141510	0.7196716095548653	751
EFO_0000095	ENSG00000148400	0.7338248939099946	210
EFO_0000095	ENSG00000171791	0.7121306328168756	949
EFO_0000095	ENSG00000172936	0.7137954987578214	91
EFO_0000095	ENSG00000173575	0.7079217257564983	21
EFO_0006856	ENSG00000006071	0.7372904622689085	156
EFO_0006925	ENSG00000198670	0.7206842394145335	56
EFO_0007009	ENSG00000104044	0.7113626100567151	28
EFO_0004611	ENSG00000084674	0.7193272518031936	122
EFO_0004611	ENSG00000169174	0.7152508762053373	73
EFO_0004612	ENSG00000087237	0.7078276713282863	156
EFO_0004612	ENSG00000101670	0.7238168630000029	101
EFO_0004612	ENSG00000165029	0.7316722692472875	100
EFO_0004612	ENSG00000166035	0.7158738035910016	111
EFO_0004612	ENSG00000175445	0.7171663677150342	127
EFO_0004615	ENSG00000084674	0.715067377143508	37
EFO_0004615	ENSG00000169174	0.7071462844045944	36
EFO_0004617	ENSG00000134873	0.7061347838628121	24
EFO_0004627	ENSG00000116183	0.700084154605353	24
MONDO_0100352	ENSG00000167371	0.7971926558636225	550
MONDO_0100354	ENSG00000163017	0.7194252090032487	22
MONDO_0700087	ENSG00000137474	0.8307873092358132	551
MONDO_0700089	ENSG00000127838	0.7656245351611544	453
EFO_0004518	ENSG00000081479	0.7098700703055799	30
EFO_0004518	ENSG00000112499	0.7107246861213338	28
EFO_0004526	ENSG00000029534	0.7080615689834998	73
EFO_0004526	ENSG00000072274	0.7071021654743748	69
EFO_0004526	ENSG00000137198	0.7029992736242947	31
EFO_0004526	ENSG00000164362	0.7080326266478154	44
EFO_0004526	ENSG00000187045	0.7024232977128568	72
EFO_0004527	ENSG00000072274	0.7018964948343827	46
EFO_0004527	ENSG00000187045	0.7021012151308959	55
EFO_0005303	ENSG00000183873	0.7484322944390023	264
EFO_0005409	ENSG00000166603	0.722072444054443	124
EFO_0005410	ENSG00000135925	0.7393417982048047	497
EFO_0005410	ENSG00000158813	0.7538983226656798	101
EFO_0005410	ENSG00000198807	0.7471165234261099	274
MONDO_0018023	ENSG00000244734	0.7209227171262301	58
MONDO_0018045	ENSG00000102977	0.7716921432005962	461
MONDO_0018045	ENSG00000164362	0.7421692584656691	14
MONDO_0018045	ENSG00000258366	0.7100866842980827	34
MONDO_0018053	ENSG00000104884	0.7259515290495862	150
MONDO_0018053	ENSG00000163161	0.7031498740026816	56
MONDO_0018054	ENSG00000053918	0.7236755770493136	251
MONDO_0018054	ENSG00000183873	0.7017847163110144	343
MONDO_0018065	ENSG00000077782	0.7223968281323506	224
MONDO_0018088	ENSG00000103313	0.735906465861577	2106
MONDO_0018094	ENSG00000100146	0.7449245862575521	174
MONDO_0018094	ENSG00000187098	0.76180361577164	492
MONDO_0018097	ENSG00000008086	0.7075435182712134	873
MONDO_0018105	ENSG00000109501	0.811191325258902	1025
MONDO_0018105	ENSG00000145354	0.7406554367552038	37
MONDO_0018112	ENSG00000105722	0.7663692571099823	36
MONDO_0018116	ENSG00000213930	0.7944718740252553	116
MONDO_0018126	ENSG00000162065	0.7308985013946122	37
MONDO_0018137	ENSG00000077498	0.7192947921801007	10
MONDO_0018151	ENSG00000163050	0.7448537067232402	182
MONDO_0018160	ENSG00000139687	0.7429888834194595	21
MONDO_0018163	ENSG00000185344	0.7260795591233172	187
EFO_0006342	ENSG00000109861	0.7708431349390772	254
EFO_0006343	ENSG00000109861	0.7212918144768536	245
EFO_0002429	ENSG00000096968	0.7711008678732194	757
EFO_0002430	ENSG00000096968	0.7502873121722234	316
EFO_0002430	ENSG00000117400	0.7235705026124557	86
MONDO_0007083	ENSG00000152661	0.7163812709923365	15
MONDO_0007086	ENSG00000169031	0.8013075493035391	351
MONDO_0007093	ENSG00000064195	0.713680191189206	82
MONDO_0007099	ENSG00000118137	0.7639175355410543	56
MONDO_0007113	ENSG00000114062	0.8472041033691314	946
MONDO_0007124	ENSG00000073282	0.7287710547858498	61
MONDO_0007142	ENSG00000103449	0.7808540541633138	387
MONDO_0007158	ENSG00000154864	0.7271670330992491	54
MONDO_0007160	ENSG00000139219	0.8029941414643107	304
MONDO_0007163	ENSG00000141837	0.777057248885216	2353
MONDO_0007167	ENSG00000136068	0.7570667041109176	44
MONDO_0007168	ENSG00000136068	0.752383522580154	44
MONDO_0007173	ENSG00000183072	0.8414411610786379	411
MONDO_0007187	ENSG00000107882	0.7405706234768121	951
MONDO_0007187	ENSG00000185920	0.8404391276783011	3789
MONDO_0007201	ENSG00000183770	0.8118430274743029	282
MONDO_0007208	ENSG00000136068	0.7171055057532206	46
MONDO_0007211	ENSG00000172572	0.7107741340939594	30
MONDO_0007215	ENSG00000163501	0.7806382904438233	97
MONDO_0007216	ENSG00000125965	0.7479352352131374	43
MONDO_0007216	ENSG00000138696	0.7413603934074662	152
MONDO_0007220	ENSG00000169071	0.7305128315763242	217
MONDO_0007221	ENSG00000125965	0.7488355943685706	57
MONDO_0007235	ENSG00000137203	0.8012023718206918	84
MONDO_0007239	ENSG00000167768	0.8053289512339712	161
MONDO_0007239	ENSG00000186395	0.7970613788895311	113
MONDO_0007244	ENSG00000108821	0.7766755938133337	237
MONDO_0007251	ENSG00000125398	0.8461511498790082	441
MONDO_0007252	ENSG00000154864	0.736036075962423	50
MONDO_0007254	ENSG00000083093	0.7185708574965469	249
MONDO_0007254	ENSG00000091831	0.7165978204816044	4405
MONDO_0007254	ENSG00000183765	0.7291205851644653	251
EFO_0011011	ENSG00000066827	0.7072638300784434	48
EFO_0011011	ENSG00000157766	0.7103006536263318	32
EFO_0020000	ENSG00000173575	0.7757584894648547	1301
EFO_0021431	ENSG00000162551	0.8180950146386515	63
EFO_0021797	ENSG00000162551	0.7691351706842431	15
EFO_1000012	ENSG00000119699	0.744477030247406	382
EFO_0000365	ENSG00000133703	0.7006589293927679	45
EFO_0000365	ENSG00000134982	0.7464499721100024	28
EFO_0000384	ENSG00000167207	0.8446220850921897	1150
EFO_0004995	ENSG00000066827	0.7312880335983102	137
EFO_0004995	ENSG00000116183	0.7008552087072062	79
EFO_0004995	ENSG00000140443	0.733936485902482	121
EFO_0004995	ENSG00000157766	0.7341465124616047	99
EFO_0004995	ENSG00000166603	0.7263070943726008	134
EFO_0000637	ENSG00000141510	0.7021220688122135	1246
EFO_0007409	ENSG00000036473	0.8649311693901189	788
EFO_0000702	ENSG00000139687	0.7108726943968525	278
EFO_0000702	ENSG00000141510	0.7055495007922986	866
EFO_0009907	ENSG00000134982	0.7523757703912748	183
EFO_0009023	ENSG00000181004	0.8213824378010195	221
EFO_0009024	ENSG00000140463	0.8064788446672256	158
EFO_0009025	ENSG00000163093	0.7991198868478476	64
EFO_0009026	ENSG00000138686	0.8042773248382729	146
EFO_0009027	ENSG00000122507	0.7795391465423429	219
EFO_0009028	ENSG00000116690	0.7677610829552574	60
EFO_0009030	ENSG00000185024	0.7416363851917771	21
EFO_0009031	ENSG00000072364	0.7185974985326531	266
EFO_0009032	ENSG00000143374	0.7060684496693392	29
EFO_0009033	ENSG00000130299	0.756507789702713	41
EFO_0009034	ENSG00000137513	0.7818412527931656	47
EFO_0009036	ENSG00000126814	0.7230911620991906	18
EFO_0009037	ENSG00000134905	0.7501606275408516	612
EFO_0009038	ENSG00000174173	0.7142130691781862	10
EFO_0009040	ENSG00000134343	0.7108875236109649	72
EFO_0009041	ENSG00000087460	0.7034678771067977	12
EFO_0009043	ENSG00000126088	0.8294679312492206	72
EFO_0009044	ENSG00000187741	0.859158068495192	1221
EFO_0009045	ENSG00000183161	0.8108089616862966	147
EFO_0009046	ENSG00000221829	0.8080343899457889	243
EFO_0009048	ENSG00000005471	0.7168525467896243	129
EFO_0009049	ENSG00000040531	0.7876706670920474	488
EFO_0009050	ENSG00000198793	0.7987882480542348	95
EFO_0009052	ENSG00000100697	0.7235077494309824	175
EFO_0009055	ENSG00000163961	0.7444168210097682	43
EFO_0009059	ENSG00000006283	0.760848587578175	62
EFO_0009061	ENSG00000100726	0.7796471805417283	47
EFO_0009062	ENSG00000143473	0.7729306117254185	50
EFO_0009063	ENSG00000109501	0.8230498934440184	288
EFO_0009064	ENSG00000158578	0.7623750757643019	31
EFO_0009068	ENSG00000100697	0.8129870523413557	4454
EFO_0009070	ENSG00000156983	0.7593999730212507	77
EFO_0009071	ENSG00000196218	0.7999797490484493	103
EFO_0009075	ENSG00000164209	0.7915758182119386	290
EFO_0009080	ENSG00000101846	0.751447669198388	13
EFO_0009081	ENSG00000156574	0.7036312550368474	130
EFO_0009081	ENSG00000156925	0.7442974506749506	127
EFO_0009082	ENSG00000168036	0.7782718971104788	69
EFO_0009136	ENSG00000156925	0.7004724932181727	107
EFO_0009137	ENSG00000141449	0.8120415591738874	66
EFO_0009144	ENSG00000106009	0.780534242896629	989
EFO_0009146	ENSG00000121879	0.7022242632506364	24
EFO_0009148	ENSG00000140691	0.7953306220433343	46
EFO_0009149	ENSG00000132376	0.7823371696844574	33
EFO_0009150	ENSG00000005471	0.7743158652628188	118
EFO_0009151	ENSG00000148019	0.7391639266335894	28
EFO_0009152	ENSG00000116539	0.7743250761889893	117
EFO_0009153	ENSG00000103335	0.7319590281538552	96
EFO_0009156	ENSG00000136238	0.7383436628939344	30
EFO_0009158	ENSG00000163382	0.7651522946321171	35
EFO_0009158	ENSG00000213995	0.706513919777855	28
EFO_0009159	ENSG00000108561	0.7378405146103206	16
EFO_0009160	ENSG00000117724	0.8150078789383102	94
EFO_0009162	ENSG00000196549	0.7858333923638203	40
EFO_0009164	ENSG00000058404	0.7649726458094298	49
EFO_0009165	ENSG00000070808	0.7599791272267684	37
MONDO_0007885	ENSG00000139219	0.7001067072179239	42
MONDO_0007888	ENSG00000091483	0.8386347628466427	473
MONDO_0007892	ENSG00000156471	0.7597119044080917	33
MONDO_0007893	ENSG00000132155	0.7564669984493956	124
MONDO_0007893	ENSG00000157764	0.7547039653592469	120
MONDO_0007893	ENSG00000179295	0.7933026519015018	365
MONDO_0007895	ENSG00000139219	0.7547467511346405	59
MONDO_0007903	ENSG00000141510	0.8277828154317821	909
MONDO_0007906	ENSG00000160789	0.8381900625726078	282
MONDO_0007915	ENSG00000213689	0.7704841523886214	146
MONDO_0007918	ENSG00000138160	0.8127497958164868	110
MONDO_0007922	ENSG00000176692	0.809473655621388	60
MONDO_0007924	ENSG00000171862	0.7106257197176498	140
MONDO_0007931	ENSG00000167995	0.8323167315522036	204
MONDO_0007943	ENSG00000143368	0.7701142606084034	45
MONDO_0007947	ENSG00000163513	0.7418613593410167	152
MONDO_0007947	ENSG00000166147	0.8988159039846303	6520
MONDO_0007949	ENSG00000060718	0.7552769223385237	85
MONDO_0007958	ENSG00000165731	0.797738695173302	452
MONDO_0007964	ENSG00000147889	0.8294023217949169	93
MONDO_0007979	ENSG00000179295	0.7671294320958459	246
MONDO_0007982	ENSG00000160801	0.7837035490154859	106
MONDO_0007983	ENSG00000123500	0.7327731728360866	24
MONDO_0007986	ENSG00000111199	0.8346218859825076	171
MONDO_0007987	ENSG00000139219	0.7851969330952813	81
MONDO_0008002	ENSG00000187323	0.7420325262837018	40
MONDO_0008003	ENSG00000140521	0.7381485217647299	160
MONDO_0008005	ENSG00000135341	0.7276707854228498	30
MONDO_0008009	ENSG00000170442	0.7330029448855351	27
MONDO_0008018	ENSG00000076242	0.7770198394196066	137
MONDO_0008018	ENSG00000095002	0.7640871528422272	121
MONDO_0008026	ENSG00000197102	0.8088915904307699	101
MONDO_0008029	ENSG00000142156	0.7579477780720978	1241
MONDO_0008029	ENSG00000142173	0.7548406934324654	1409
MONDO_0008029	ENSG00000163359	0.758066065440233	2297
MONDO_0008038	ENSG00000177409	0.757680213483675	66
MONDO_0008045	ENSG00000104763	0.7903566019858317	68
MONDO_0008047	ENSG00000111262	0.8359573287900844	550
MONDO_0008048	ENSG00000079805	0.8293578648282349	186
MONDO_0008050	ENSG00000092054	0.8014660803372297	402
MONDO_0008051	ENSG00000167323	0.7291554113720029	564
MONDO_0008051	ENSG00000276045	0.7260970068911117	298
MONDO_0008056	ENSG00000104936	0.7936644321795749	238
MONDO_0008057	ENSG00000108946	0.785574244915495	711
MONDO_0008059	ENSG00000186847	0.7482560318952376	24
MONDO_0008061	ENSG00000136944	0.8458463272862794	401
EFO_0004705	ENSG00000042832	0.7047424314178256	291
EFO_0004705	ENSG00000165409	0.7278992143895805	210
EFO_0000676	ENSG00000113302	0.7158192587774368	199
EFO_0000676	ENSG00000141527	0.8125608794110674	943
EFO_0000681	ENSG00000105976	0.7010372500403275	2399
EFO_0003893	ENSG00000012048	0.7873734290571425	264
EFO_0003893	ENSG00000139618	0.7847323484946805	113
EFO_0004244	ENSG00000122218	0.7171261635334844	551
EFO_0004252	ENSG00000141510	0.7391237638501045	66
EFO_0004255	ENSG00000123815	0.7047921011149063	55
EFO_0004255	ENSG00000166224	0.7079876930295171	46
MONDO_0005129	ENSG00000135517	0.719136894570888	180
MONDO_0005148	ENSG00000006071	0.8486640140248919	794
MONDO_0005148	ENSG00000101076	0.7496319475026231	205
MONDO_0005148	ENSG00000106633	0.8486020457845881	695
MONDO_0005148	ENSG00000109501	0.7390583122765588	335
MONDO_0005148	ENSG00000112164	0.7458423309458488	3243
MONDO_0005148	ENSG00000132170	0.8368580008908362	1689
MONDO_0005148	ENSG00000135100	0.7394565717253715	425
MONDO_0005148	ENSG00000171105	0.7765871020575861	1448
MONDO_0005148	ENSG00000187486	0.8440792362488969	758
MONDO_0005148	ENSG00000275410	0.7715960880623534	189
EFO_0010249	ENSG00000162377	0.7948114447587723	30
EFO_0010252	ENSG00000005339	0.7497947588689368	136
EFO_0010255	ENSG00000181035	0.7067188110137465	9
EFO_0010256	ENSG00000135049	0.7441096041340122	28
EFO_0010264	ENSG00000185963	0.7081908248598878	18
EFO_0010268	ENSG00000182578	0.7704874514853242	41
EFO_0010276	ENSG00000148408	0.7028930945537457	50
EFO_0010277	ENSG00000005483	0.7325638922682296	73
EFO_0010278	ENSG00000085185	0.7034092595742139	43
EFO_0010561	ENSG00000164880	0.7391219479380624	53
EFO_0010563	ENSG00000169750	0.7292054284048577	19
EFO_0010568	ENSG00000181222	0.7163358659569273	52
EFO_0010635	ENSG00000148143	0.7345221805801103	54
MONDO_0019107	ENSG00000112077	0.7617956416224654	23
MONDO_0019111	ENSG00000117400	0.721423193633154	56
MONDO_0019144	ENSG00000184500	0.7502961531173836	269
MONDO_0019145	ENSG00000115718	0.7779615544749654	326
MONDO_0019148	ENSG00000107798	0.7511085120865851	367
MONDO_0019149	ENSG00000107798	0.7136176422938985	86
MONDO_0019150	ENSG00000118194	0.7409198098282386	508
MONDO_0019150	ENSG00000129991	0.7099982504267668	63
MONDO_0019150	ENSG00000138347	0.8026418977254153	1098
MONDO_0019152	ENSG00000130561	0.7303645720268681	71
MONDO_0019154	ENSG00000169083	0.8449906998040263	822
MONDO_0019171	ENSG00000053918	0.7107802520736017	737
MONDO_0019172	ENSG00000007372	0.7625601931377095	554
MONDO_0019177	ENSG00000148606	0.7159157051309909	16
MONDO_0019180	ENSG00000106991	0.8160474941789473	1154
MONDO_0019180	ENSG00000139567	0.8266551921343362	821
MONDO_0019187	ENSG00000054598	0.752560033492098	447
MONDO_0019187	ENSG00000164093	0.7590217986611175	263
MONDO_0019188	ENSG00000005339	0.7344338676819608	1300
MONDO_0019200	ENSG00000007062	0.7471768014972493	241
MONDO_0019200	ENSG00000042781	0.7516892721664616	1207
MONDO_0019200	ENSG00000070729	0.7536136851966493	372
MONDO_0019200	ENSG00000081148	0.7322858840346465	237
MONDO_0019200	ENSG00000085998	0.7254346942906054	90
MONDO_0019200	ENSG00000102218	0.7453910938842703	167
MONDO_0019200	ENSG00000104237	0.7531401725852468	267
MONDO_0019200	ENSG00000105618	0.7391856357071945	255
MONDO_0019200	ENSG00000106348	0.7100011751833407	123
MONDO_0019200	ENSG00000111837	0.7202488740799038	44
MONDO_0019200	ENSG00000112041	0.7331075020196085	243
MONDO_0019200	ENSG00000113966	0.7075610999615336	158
MONDO_0019200	ENSG00000116745	0.7671529883572068	907
MONDO_0019200	ENSG00000117360	0.7066807080866226	145
MONDO_0019200	ENSG00000117682	0.765680540430772	408
MONDO_0019200	ENSG00000122550	0.7300997852139997	66
MONDO_0019200	ENSG00000125124	0.7419930700231663	137
MONDO_0019200	ENSG00000129535	0.7291693675312916	117
MONDO_0019200	ENSG00000130561	0.7028484667654162	69
MONDO_0019200	ENSG00000132915	0.7520925984842405	341
MONDO_0019200	ENSG00000133256	0.7314268462839046	1033
MONDO_0019200	ENSG00000139988	0.8080294651152227	73
MONDO_0019200	ENSG00000144028	0.7353955562548111	165
MONDO_0019200	ENSG00000153208	0.7479892562035193	391
MONDO_0019200	ENSG00000156313	0.7695854252379207	526
MONDO_0019200	ENSG00000163646	0.7245292197616734	32
MONDO_0019200	ENSG00000163914	0.7148427807563961	1098
MONDO_0019200	ENSG00000165102	0.7518925487802975	794
MONDO_0019200	ENSG00000165533	0.7152471126932418	95
MONDO_0019200	ENSG00000170264	0.7761360953721753	246
MONDO_0019200	ENSG00000174231	0.7370369702481543	297
MONDO_0019200	ENSG00000179270	0.724227823258106	345
MONDO_0019200	ENSG00000185527	0.7247418918622869	45
MONDO_0019200	ENSG00000188107	0.757119661132144	997
MONDO_0019200	ENSG00000188452	0.7520238571379659	292
MONDO_0019200	ENSG00000197579	0.7111070137732831	102
